"rcp","scenario","scenario_short","sovereign_iso3","sovereign","country","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff","msy_pdiff"
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Bermuda",196455.088022429,233460.936540505,23249.9719196989,14671.0681499014,19575863.6190595,18444951.5201368,24119.2715243915,16247.4544430647,1.05007661956185,2.14624711649853,0.683432682425488,0.9888079013876,9.72529628663434,-26.9117231311484,4.00233401666907,0.55711211515944,-32.6370432596447
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","British Indian Ocean Territory",732411.425569262,899683.425326058,52312.5754632873,56736.1924827613,53352896.4645812,54298315.7936522,57413.4964872012,57988.7941638956,1.06932990218562,1.21881132254636,0.669154228855721,0.990019900497512,16.3993136427528,25.0684425634029,33.1313479300008,0.552706467661692,1.00202515417729
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","British Indian Ocean Territory",731838.447642931,1046549.89462783,52538.6249668276,51258.6024632815,53701711.9649372,49264948.8544604,57733.4580137623,51638.957909175,1.06445899736316,1.66510965586683,0.658208955223881,0.997492385786802,35.9681437603597,6.57152639816312,13.6787945730917,0.559183928075359,-10.5562706864615
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","British Virgin Islands",61466.2849230581,87706.0991081842,4641.11655641047,4567.34601632591,4914702.85368064,6585074.18945196,4763.96297794517,4758.52571254397,1.03260275083113,1.42034796275563,0.639990454947352,0.98618760549795,35.9906949330314,10.9732189665954,33.8577967957429,0.57502856817512,-0.114133242142606
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","British Virgin Islands",60987.1650594705,42683.8493663417,4638.68984638116,3056.58659831389,4912416.07964307,3269340.53430873,4764.90776615596,3257.78210698649,1.02603362075832,2.17063486065931,0.630004822763443,0.983259067856842,-33.6887064751166,-26.9274797869476,-36.2386594697741,0.577416122488034,-31.6296921815408
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Cayman Islands",162803.135221349,67353.580984854,13022.8181702925,7199.46207031043,13656980.8206117,6469215.00660582,11745.336869266,7401.87220417448,1.02650977485322,1.36438356794979,0.63013698630137,0.990922606129061,-63.4165830131654,-19.9667338479574,-47.1331888427972,0.584073291060568,-36.9803328200577
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Cayman Islands",195881.730083567,70044.9935375099,13588.1415230109,6856.75763602955,14230984.9765407,5743728.45145507,13694.8851751218,7121.09202315524,1.0172510682048,2.33855812015224,0.615073090006436,0.995,-66.2033720825391,-41.7172840584222,-61.0258884709238,0.605430265698262,-48.0018128513302
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Falkland Islands",4492331.95642669,7385477.32161791,282047.728695244,490586.673352149,339379530.09484,506898638.514671,375494.200978141,513060.580299907,1.04763558278661,1.23037801398078,0.652573700808995,0.956521739130435,69.7607726114145,87.8382266535215,167.520435120046,0.454601404563041,36.6360862467152
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Falkland Islands",4581093.9459258,8747671.05093426,288687.657225221,563488.806433943,346340828.019522,571215334.099999,381912.470020189,592870.327694492,1.04463189154576,1.34429254607746,0.656257998503383,0.967948717948718,95.7635005420332,103.645572542472,164.409175157452,0.468040369398321,55.2372269130543
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Gibraltar",5770.18995676196,9077.5336625206,448.334184093974,692.470730619284,305578.720721263,384371.536170114,727.232163364093,719.353114009348,1.06239774743607,1.31993769209619,0.684914115011202,0.985093168736026,66.3499164677663,34.2835503619544,34.3248673627838,0.504996081357385,-1.08342971497541
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Gibraltar",5724.89174815294,7211.87342446241,447.921822023935,568.267071882736,305341.275081455,270098.923775769,727.403767370254,589.577631661734,1.05861098432581,1.48102445889349,0.685041697784416,0.985240791381657,33.0106297769422,8.65605187735285,-8.31212955295499,0.514291668451213,-18.9476796644587
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Guernsey",142972.771391446,209317.057908479,12866.1191623044,19024.8647525704,11714084.5364993,15931328.8492665,20672.6960456435,19487.1963117823,1.05156058609959,1.2807427197621,0.66453488372093,0.982055242956143,68.403915126304,18.0733605914681,37.9463020934682,0.480892452258468,-5.73461599417784
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Guernsey",142272.219674129,215760.070402007,13206.213897297,18644.53736126,11731619.8453043,15239939.460041,21032.5274931286,19233.6277765136,1.04707099899896,1.4260397294773,0.663372093023256,0.984923589831524,76.3963529646728,11.6596361109941,36.0821571231161,0.488411961924547,-8.55294123448891
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Jersey",48737.798550422,71519.6558869639,4270.53207938104,6496.12711130445,3945011.80733694,5404499.66414389,6864.96588115923,6655.70910812683,1.0405098895547,1.28168307993258,0.649462365591398,0.983394041742376,66.6173924210042,23.5670054343291,41.3937762494308,0.487157482602591,-3.04818372960463
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Jersey",48295.1021435931,74013.2225280483,4282.26981556423,6367.45890484718,3953900.75797743,5173267.69113399,6884.1318182549,6574.76943327959,1.03639130035608,1.43369022837418,0.648387096774194,0.986150640172986,75.9124074539671,18.7895384451208,38.9773047276783,0.493139887484814,-4.49384749076079
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Montserrat",34138.4161373203,50875.4223415417,2102.68060837402,2099.66981582515,2235683.87686904,3189183.38023919,2205.81006037048,2201.25988764673,1.03127781089288,1.42191323343538,0.636546686756456,0.986013986013986,42.6482603189899,13.9770765451357,40.8059708115465,0.574983532100703,-0.206281257189954
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Montserrat",33831.1211921656,23040.4974480105,2101.13706893922,1175.71981143876,2234265.77995451,1278747.95201812,2206.43387018025,1292.43984147603,1.02386518563207,2.3244917543371,0.626671863799875,0.986274101505838,-35.2636357169457,-37.6140535928912,-46.6555931874702,0.583973544245431,-41.4240390821028
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Pitcairn",115234.659923271,115057.399879192,18319.505388758,16832.4468574748,18584130.1737466,18368532.5238883,17223.7462203051,17249.1008047651,1.07780586997418,1.20729275048803,0.703702615339406,0.988095238095238,-8.8033945187286,3.13775224627599,8.58148505685153,0.483746134363237,0.147207141441008
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Pitcairn",115161.108029251,120126.700038445,18318.2718817897,16478.5347413701,18582124.0386321,18187198.1054471,17223.9814214953,16856.2660990876,1.07690899527385,1.48480857805726,0.70406068524971,0.994033275960987,-4.60539231724657,0.588231071356003,6.94880742529145,0.490498142395365,-2.1349031528149
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Saint Helena",158272.658523514,171244.085660535,22592.0513023983,18326.5596951387,20379925.7865713,19057929.1824591,18847.5316639244,18970.7881294181,1.04809380691358,1.27450740319872,0.671189540712641,0.975409836065574,-14.8036162502604,28.6907441208046,26.1959296298593,0.521467280856252,0.65396608792886
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Saint Helena",158017.498682599,188636.939978211,22587.729711677,17749.9076698904,20372489.7536035,18386245.0514679,18846.2911924391,18532.3171704387,1.04482542142546,1.53803608958217,0.669109876710473,0.979420132773337,-4.55380502329248,13.4978760014428,13.2907786555482,0.529426906923181,-1.66597246532193
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","South Georgia and the South Sandwich Islands",189181.044801914,317387.706482988,3397.74968362664,10017.1624806893,6620921.34070498,10289214.3353173,10168.5214955016,10336.9099542419,1.00052453744818,1.21785680352219,0.604904761904762,0.962912087912088,84.9994681514092,34.5232128351505,39.3894960320956,0.50879304029304,1.65597780183402
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","South Georgia and the South Sandwich Islands",188732.063044128,349837.753210421,3393.35903016496,9725.6417906095,6614447.90995023,10547830.4053278,10167.2397271922,10305.6720876704,0.998336189359647,1.30157017895047,0.595994252873563,0.966666666666667,105.025152689519,27.4180800068292,40.2587529870478,0.521827586206897,1.36155302906796
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Tristan da Cunha",193848.664299079,206176.590372688,26618.0172504884,22564.3365164127,23797294.0958923,25861093.2183906,22590.7190791444,23178.8756223932,1.03570747588912,1.22608904800718,0.651245421245421,0.967032967032967,-14.1999015056461,27.2037373543228,40.1993394125847,0.495286935286935,2.60353174765376
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Tristan da Cunha",193608.997271793,228154.36384741,26614.9997085389,22573.0411306937,23794527.2549058,25982757.0906409,22591.7861088733,23397.3214198728,1.0334804060456,1.37594874941762,0.650586080586081,0.972527472527473,-3.80204586072994,18.4506789972843,33.2474519484072,0.508302808302808,3.5656114444316
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Turks and Caicos Islands",208503.358615531,255437.265038282,16341.3863172806,15138.1398723742,16743354.8000423,20907128.0073555,15461.2164493162,15732.6022397079,1.02432165609968,1.41653125689875,0.626666666666667,0.986501459205685,11.4178256219564,24.6116127599524,40.3658603089037,0.583834792539018,1.75526803651818
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Turks and Caicos Islands",212618.70314196,97620.5129233304,16468.8665232149,8856.43689261887,16886240.5762834,7856238.36987855,15850.2761960432,9243.73041877917,1.0179709535017,2.17573968204599,0.616666666666667,0.982173004904917,-57.9185093272424,-33.7231167796342,-52.0368161418031,0.589506338238251,-41.6809505118482
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","United Kingdom",9650288.2339673,15663345.8481429,1040503.1443448,1593517.36932666,804904321.992491,1193427528.0396,1560842.49171677,1631208.95948591,1.04593694864178,1.28476282905946,0.652221713369771,0.985148514851485,86.7711028726853,28.6687068450194,51.5725016154186,0.494761563689656,4.50823629818967
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","United Kingdom",9605071.32995171,16169659.6760482,1040863.74519858,1554131.88629095,804421674.252014,1175220509.27403,1569199.53189571,1599337.55345473,1.04235960509057,1.46273801499826,0.651389276384849,0.984234234234234,97.5158581188599,22.5717373036188,55.1539360745596,0.504983089866061,1.92059842909874
"RCP 6.0","Full Adaptation","Full","GEO","Georgia","Georgia",97985.2173513726,229356.797793416,4965.1466189816,16755.0831166309,3531097.19915134,7882782.08926446,16937.8893961777,17182.400815401,1.02580859791293,1.32902763181131,0.648637992831541,1,206.096847818499,84.6988278517257,147.385212410454,0.550125448028674,1.44357666710495
"RCP 8.5","Full Adaptation","Full","GEO","Georgia","Georgia",97501.5971964799,226538.725937205,5024.49691128576,15810.9724622945,3586590.46846081,7189249.73374744,17016.4913427665,16283.156226106,1.02155189427918,1.53929810162708,0.647074197616239,1,208.134757084995,65.8796001430968,100.674291255721,0.561410256410256,-4.30955537124965
"RCP 6.0","Full Adaptation","Full","GHA","Ghana","Ghana",917866.180924221,94224.5409165916,79865.0358405351,10777.151909562,53012350.1880375,9278303.18715946,106977.656683944,11063.0715741191,1.05680470426842,1.45856933634739,0.678620689655172,0.976982119535311,-88.9998377743191,-87.4776510966322,-78.2924235930503,0.530775222983587,-89.6585213052442
"RCP 8.5","Full Adaptation","Full","GHA","Ghana","Ghana",876083.043931041,104442.707630462,77005.3219690933,10544.8941699037,50496186.50545,9092397.05491399,106002.404683704,10934.0465130933,1.04992380583489,1.6288483004006,0.675021855269548,0.983477974257753,-87.053646659609,-87.3551954003294,-77.5936256785206,0.550806774646291,-89.6850957808751
"RCP 6.0","Full Adaptation","Full","GIN","Guinea","Guinea",1027251.44191609,518520.009932389,84095.1329331976,31573.8951837542,55085411.1571687,16617841.9425097,125035.834729516,39869.30236169,1.05942991284764,1.62536913238234,0.682119205298013,0.985821350762527,-45.1056784482903,-66.5440224401819,-61.4494672633139,0.530854463345309,-68.1136992063616
"RCP 8.5","Full Adaptation","Full","GIN","Guinea","Guinea",1017228.93980815,100933.415082478,84567.6954784443,9099.9561716683,55603573.2150826,7512225.40185871,125874.250441988,9468.74292863861,1.05281537246187,1.63064495139402,0.679215142294612,0.985462022825659,-89.0607926558503,-90.7866983545191,-83.9100514520426,0.543749117867721,-92.4776172287894
"RCP 6.0","Full Adaptation","Full","GMB","Gambia","Gambia",68281.4321257349,13800.4511713456,6572.09957417372,1443.63951492848,4789625.41588311,1286703.20525857,12145.6351445233,1483.64085191622,1.05879065439991,1.43192952974689,0.682344352835474,0.979405684880599,-77.0588782065901,-79.1585207299196,-55.0241693919788,0.522360368785396,-87.7845758228196
"RCP 8.5","Full Adaptation","Full","GMB","Gambia","Gambia",67976.7859368755,14673.9874253301,6609.05962152557,1386.21275127525,4818662.82884894,1170763.15813436,12178.1557381724,1440.23335461758,1.0532914883417,1.54399935552895,0.680035454433346,0.981164424455228,-75.3389477142032,-80.8021332439028,-63.0549800880756,0.531460669368288,-88.1736333022645
"RCP 6.0","Full Adaptation","Full","GNB","Guinea Bissau","Guinea Bissau",761570.515293976,83553.7475709269,61294.9344113925,8628.77160391125,41822425.9170323,7255436.18798108,99848.8186669082,8868.61912731759,1.05895936277926,1.40289099652043,0.682626840860762,0.981583967702936,-87.9713010456598,-87.6175598129677,-76.7422749664809,0.523646930137583,-91.1179528754336
"RCP 8.5","Full Adaptation","Full","GNB","Guinea Bissau","Guinea Bissau",763178.148111551,90414.4693945109,61249.6039125765,8342.52816839666,41171121.7908934,6889023.79852485,99392.9796480671,8680.09175862428,1.05243566004438,1.60803650351442,0.679384719711064,0.985806425155985,-86.9582650967231,-88.0944247405577,-78.1576778330804,0.540269950702763,-91.2668965259328
"RCP 6.0","Full Adaptation","Full","GNQ","Equatorial Guinea","Equatorial Guinea",943904.732912761,105976.379821977,75852.9220659583,12390.6749888064,49708497.3250319,10878293.3528091,107345.729810756,12715.6342320196,1.05457690697823,1.52308205826291,0.671232876712329,0.979053957233374,-87.5899147073878,-85.5941957362728,-72.538279511794,0.536588203808716,-88.1545039058037
"RCP 8.5","Full Adaptation","Full","GNQ","Equatorial Guinea","Equatorial Guinea",924715.566009475,66163.8002183989,76211.5453265975,6418.7895676591,50486592.1381299,5372637.50861949,106507.919804715,6648.17656360724,1.04827909964743,1.61771878470307,0.668568498105579,0.99203007518797,-92.0369064026053,-92.7244641609687,-87.3440648071309,0.563746417419192,-93.7580448704689
"RCP 6.0","Full Adaptation","Full","GRC","Greece","Greece",3299433.52213352,5433773.71217187,257493.633938779,439604.461309909,169703193.310364,217387077.114551,478242.739082317,451589.61500107,1.05781328985431,1.32146968091523,0.672103620474407,0.98328677839851,79.5392068637286,41.3068538597838,48.6943273974586,0.501670049309871,-5.57313721738689
"RCP 8.5","Full Adaptation","Full","GRC","Greece","Greece",3288837.18898471,5078743.99907782,258235.623777161,395372.054045906,170184668.262827,183707321.215265,479186.83876267,406027.541678001,1.05576845125128,1.5392352603011,0.674242043813948,0.985929226398037,67.7020554167463,24.7703586708399,20.9496278363478,0.510001789325662,-15.2673844869314
"RCP 6.0","Full Adaptation","Full","GRD","Grenada","Grenada",76241.7571104835,102896.343290944,4895.34429088134,4744.55456579565,5144085.73857722,7121083.04938622,5074.44247660843,4956.55210276965,1.03321115580553,1.44604943237033,0.639928351169962,0.986540152742421,28.7992865563653,11.095841291656,37.4088103340046,0.57882656667313,-2.32321825268911
